station_id,district_id,feature_week_start,feature_week_end,target_week_start,target_week_end,case_count_7d,case_count_previous_7d,case_count_previous_30d,case_count_previous_90d,growth_vs_previous_week,growth_vs_previous_30d,property_cases,women_cases,body_cases,economic_cases,cyber_cases,sll_cases,night_case_ratio,unique_accused_count,repeat_offender_case_count,historical_mean_7d,historical_stddev_7d,historical_z_score,target_risk,split
2450,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2451,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2452,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2453,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2454,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2455,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2456,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2457,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2458,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2459,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2460,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2461,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2462,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2463,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2464,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2465,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2466,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2467,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2468,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2469,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2470,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2471,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2472,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2473,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2474,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2475,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2476,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2477,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2478,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2479,1016,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2480,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2481,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2482,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2483,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,2,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2484,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,1,1,0.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2485,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2486,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2487,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2488,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2489,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2490,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2491,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2492,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2493,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2494,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2495,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2496,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2497,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2498,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2499,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2500,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2501,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2502,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2503,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2504,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2505,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2506,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2507,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2508,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2509,1017,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2510,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2511,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,1,0,1,2,0.0000,3.2857,0,1,0,0,0,0,0.0000,1,1,0.13,0.33,2.65,0,train
2512,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2513,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2514,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2515,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2516,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,1,1,2,-1.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.25,0.43,-0.58,0,train
2517,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2518,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2519,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2520,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2521,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2522,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2523,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2524,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2525,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,1,1,1,-1.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2526,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2527,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2528,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2529,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2530,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2531,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2532,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2533,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2534,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2535,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2536,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2537,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2538,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2539,1018,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2540,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2541,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2542,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2543,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2544,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2545,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2546,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2547,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,1,3,0.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.25,0.43,-0.58,0,train
2548,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2549,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2550,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2551,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2552,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,1,1,0.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2553,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2554,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2555,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2556,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2557,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,1,1,0.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2558,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2559,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,1,2,0.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.25,0.43,-0.58,0,train
2560,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2561,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2562,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2563,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2564,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2565,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2566,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2567,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,1,1,1,-1.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2568,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2569,1019,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2570,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2571,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2572,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2573,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2574,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2575,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,2,2,3,-1.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.25,0.66,-0.38,0,train
2576,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2577,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2578,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2579,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2580,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2581,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,1,1,1,-1.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2582,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2583,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2584,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2585,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,1,1,0.0000,-1.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2586,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2587,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2588,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2589,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2590,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2591,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2592,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2593,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2594,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2595,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2596,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2597,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2598,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.13,0.33,-0.38,0,train
2599,1020,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2600,1021,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,1,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2601,1021,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2602,1021,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
2603,1021,2025-01-11,2025-01-17,2025-01-18,2025-01-24,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0.0000,0,0,0.00,0.00,0.00,0,train
