case_id,date,time,district,station,crime_category,status,latitude,longitude,victim_age,victim_gender,modus_operandi,suspect_count,estimated_loss_inr
KSP-2026-002574,2025-07-06,09:09,Kalaburagi,Kalaburagi Police Station 5,Narcotics,Cold Case,18.288401,75.649862,78,Other,Financial fraud promising high returns,0,0
KSP-2026-002575,2024-05-20,20:47,Vijayapura,Vijayapura Police Station 5,Fraud,Under Investigation,15.134102,78.484384,49,Male,Financial fraud promising high returns,2,374426
KSP-2026-002576,2023-11-14,08:16,Bengaluru Urban,Bengaluru Urban Police Station 5,Cyber Crime,Charge Sheet Filed,14.282024,76.018312,27,Male,Group of 3 suspects on motorcycle,2,173079
KSP-2026-002577,2023-11-08,22:25,Belagavi,Belagavi Police Station 5,Theft,Charge Sheet Filed,15.090036,75.498352,47,Male,Used phishing link via SMS,3,125872
KSP-2026-002578,2025-08-04,06:09,Mangaluru,Mangaluru Police Station 4,Homicide,Closed,16.158408,75.885218,77,Male,Financial fraud promising high returns,1,0
KSP-2026-002579,2024-05-22,04:22,Kalaburagi,Kalaburagi Police Station 3,Narcotics,Under Investigation,17.287804,76.343812,47,Female,Group of 3 suspects on motorcycle,0,0
KSP-2026-002580,2025-05-31,08:56,Hubballi-Dharwad,Hubballi-Dharwad Police Station 1,Assault,Charge Sheet Filed,12.718925,75.748089,63,Other,Stolen vehicle used for getaway,1,0
KSP-2026-002581,2023-07-04,00:08,Mangaluru,Mangaluru Police Station 1,Fraud,Cold Case,17.550466,74.548943,32,Male,Used phishing link via SMS,0,456002
KSP-2026-002582,2024-02-04,05:22,Shivamogga,Shivamogga Police Station 3,Kidnapping,Charge Sheet Filed,16.908553,75.887028,56,Female,Stolen vehicle used for getaway,2,0
KSP-2026-002583,2024-03-04,15:48,Vijayapura,Vijayapura Police Station 1,Kidnapping,Under Investigation,14.874844,77.201812,18,Other,Financial fraud promising high returns,3,0
KSP-2026-002584,2025-11-04,22:56,Davanagere,Davanagere Police Station 1,Fraud,Charge Sheet Filed,15.371922,74.563328,41,Male,Financial fraud promising high returns,3,24536
KSP-2026-002585,2024-07-26,14:49,Kalaburagi,Kalaburagi Police Station 4,Assault,Open,14.204446,76.139789,55,Male,Targeted elderly victim on street,1,0
KSP-2026-002586,2025-01-14,13:18,Davanagere,Davanagere Police Station 2,Kidnapping,Under Investigation,13.39127,76.916043,71,Male,Stolen vehicle used for getaway,0,0
KSP-2026-002587,2025-01-31,17:37,Ballari,Ballari Police Station 4,Extortion,Charge Sheet Filed,13.073138,77.81135,72,Other,Cyber extortion using fake social media profile,1,0
KSP-2026-002588,2023-05-12,14:49,Mysuru,Mysuru Police Station 1,Burglary,Under Investigation,16.210651,76.301031,66,Female,Used phishing link via SMS,0,487011
KSP-2026-002589,2025-07-01,13:08,Mangaluru,Mangaluru Police Station 3,Fraud,Cold Case,17.413814,75.615735,59,Female,Group of 3 suspects on motorcycle,2,121296
KSP-2026-002590,2025-01-07,14:43,Kalaburagi,Kalaburagi Police Station 5,Extortion,Cold Case,16.011996,74.45235,79,Female,Entered through back window at night,1,0
KSP-2026-002591,2024-12-27,00:09,Shivamogga,Shivamogga Police Station 5,Fraud,Charge Sheet Filed,14.758894,75.91146,44,Male,Stolen vehicle used for getaway,2,174278
KSP-2026-002592,2025-12-04,06:42,Davanagere,Davanagere Police Station 5,Narcotics,Charge Sheet Filed,18.375765,76.523211,51,Male,Stolen vehicle used for getaway,3,0
KSP-2026-002593,2023-03-13,01:20,Davanagere,Davanagere Police Station 1,Homicide,Closed,12.098905,77.156215,58,Other,Stolen vehicle used for getaway,0,0
KSP-2026-002594,2024-03-11,03:14,Belagavi,Belagavi Police Station 5,Assault,Charge Sheet Filed,17.534579,76.669213,31,Other,Financial fraud promising high returns,0,0
KSP-2026-002595,2023-08-01,12:06,Davanagere,Davanagere Police Station 2,Kidnapping,Cold Case,12.079915,78.29763,61,Male,Used phishing link via SMS,0,0
KSP-2026-002596,2024-10-12,00:00,Davanagere,Davanagere Police Station 5,Public Nuisance,Open,11.847524,75.694087,50,Female,Stolen vehicle used for getaway,2,0
KSP-2026-002597,2023-12-22,22:00,Kalaburagi,Kalaburagi Police Station 5,Narcotics,Closed,16.920824,74.373298,34,Male,Group of 3 suspects on motorcycle,1,0
KSP-2026-002598,2024-03-15,23:40,Mysuru,Mysuru Police Station 1,Extortion,Open,17.924849,75.268445,62,Other,Cyber extortion using fake social media profile,2,0
KSP-2026-002599,2024-02-01,17:52,Ballari,Ballari Police Station 5,Kidnapping,Under Investigation,15.770778,76.386989,71,Female,Entered through back window at night,1,0
KSP-2026-002600,2025-04-14,03:42,Shivamogga,Shivamogga Police Station 1,Public Nuisance,Open,15.949254,78.492939,45,Female,Group of 3 suspects on motorcycle,2,0
KSP-2026-002601,2023-11-04,19:15,Mysuru,Mysuru Police Station 5,Extortion,Cold Case,15.403783,74.090879,38,Other,Financial fraud promising high returns,3,0
KSP-2026-002602,2023-05-09,02:30,Bengaluru Urban,Bengaluru Urban Police Station 5,Homicide,Closed,16.451194,77.651096,26,Female,Financial fraud promising high returns,2,0
KSP-2026-002603,2023-11-04,05:30,Davanagere,Davanagere Police Station 4,Burglary,Closed,15.348952,75.345673,80,Female,Financial fraud promising high returns,2,87291
KSP-2026-002604,2024-05-29,21:29,Ballari,Ballari Police Station 3,Fraud,Open,14.572157,77.311016,49,Female,Cyber extortion using fake social media profile,1,99004
KSP-2026-002605,2024-03-02,11:55,Shivamogga,Shivamogga Police Station 3,Fraud,Under Investigation,15.570406,78.367965,72,Female,Group of 3 suspects on motorcycle,2,320361
KSP-2026-002606,2023-10-15,21:04,Mysuru,Mysuru Police Station 2,Burglary,Open,17.14396,75.343297,43,Male,Group of 3 suspects on motorcycle,1,389974
KSP-2026-002607,2024-02-06,09:21,Davanagere,Davanagere Police Station 5,Cyber Crime,Cold Case,12.614321,74.767704,21,Female,Used phishing link via SMS,1,48964
KSP-2026-002608,2025-03-22,02:55,Belagavi,Belagavi Police Station 5,Public Nuisance,Open,12.879894,77.29823,77,Male,Group of 3 suspects on motorcycle,3,0
KSP-2026-002609,2024-10-07,08:16,Vijayapura,Vijayapura Police Station 4,Homicide,Charge Sheet Filed,12.002158,77.713365,64,Male,Stolen vehicle used for getaway,2,0
KSP-2026-002610,2023-05-12,15:24,Hubballi-Dharwad,Hubballi-Dharwad Police Station 5,Kidnapping,Cold Case,16.027285,75.218795,61,Female,Used phishing link via SMS,1,0
KSP-2026-002611,2023-08-07,20:57,Bengaluru Urban,Bengaluru Urban Police Station 5,Narcotics,Under Investigation,13.580148,75.09164,52,Male,Group of 3 suspects on motorcycle,1,0
KSP-2026-002612,2025-08-16,01:01,Mysuru,Mysuru Police Station 4,Kidnapping,Open,15.682103,75.32722,33,Other,Entered through back window at night,0,0
KSP-2026-002613,2025-08-12,04:32,Bengaluru Urban,Bengaluru Urban Police Station 5,Narcotics,Closed,13.409192,75.883463,72,Male,Stolen vehicle used for getaway,3,0
KSP-2026-002614,2025-08-23,06:20,Hubballi-Dharwad,Hubballi-Dharwad Police Station 2,Homicide,Cold Case,14.129542,75.405689,23,Other,Targeted elderly victim on street,1,0
KSP-2026-002615,2023-11-14,18:46,Mangaluru,Mangaluru Police Station 3,Cyber Crime,Under Investigation,17.037316,76.286221,54,Male,Entered through back window at night,3,358309
KSP-2026-002616,2024-02-27,05:35,Vijayapura,Vijayapura Police Station 5,Theft,Cold Case,15.916188,76.762453,61,Male,Financial fraud promising high returns,2,422138
KSP-2026-002617,2023-06-13,12:51,Mangaluru,Mangaluru Police Station 3,Cyber Crime,Under Investigation,13.862718,75.918281,21,Male,Group of 3 suspects on motorcycle,3,222564
KSP-2026-002618,2023-06-07,09:44,Davanagere,Davanagere Police Station 3,Kidnapping,Under Investigation,15.189394,74.967111,42,Female,Targeted elderly victim on street,0,0
KSP-2026-002619,2025-07-31,10:35,Mysuru,Mysuru Police Station 5,Kidnapping,Cold Case,17.420888,75.957078,33,Male,Targeted elderly victim on street,1,0
KSP-2026-002620,2024-05-07,02:50,Vijayapura,Vijayapura Police Station 1,Extortion,Closed,16.919677,77.845647,80,Other,Used phishing link via SMS,0,0
KSP-2026-002621,2024-06-30,16:17,Kalaburagi,Kalaburagi Police Station 4,Extortion,Charge Sheet Filed,13.770594,74.263917,19,Other,Cyber extortion using fake social media profile,0,0
KSP-2026-002622,2023-01-02,02:04,Mangaluru,Mangaluru Police Station 3,Burglary,Cold Case,13.755228,77.41854,40,Male,Cyber extortion using fake social media profile,3,246442
KSP-2026-002623,2025-10-24,20:37,Davanagere,Davanagere Police Station 4,Theft,Under Investigation,15.209953,76.344975,72,Male,Targeted elderly victim on street,1,208044
KSP-2026-002624,2025-04-01,12:43,Belagavi,Belagavi Police Station 1,Narcotics,Open,14.642129,74.274915,47,Female,Financial fraud promising high returns,0,0
KSP-2026-002625,2025-01-14,01:23,Belagavi,Belagavi Police Station 5,Fraud,Open,17.768644,74.94095,47,Male,Stolen vehicle used for getaway,3,304849
KSP-2026-002626,2023-06-24,22:24,Shivamogga,Shivamogga Police Station 3,Extortion,Charge Sheet Filed,16.085757,76.208362,72,Female,Cyber extortion using fake social media profile,3,0
KSP-2026-002627,2025-04-14,16:12,Hubballi-Dharwad,Hubballi-Dharwad Police Station 5,Extortion,Cold Case,14.642144,78.095212,51,Female,Used phishing link via SMS,0,0
KSP-2026-002628,2025-08-31,18:06,Mangaluru,Mangaluru Police Station 2,Public Nuisance,Charge Sheet Filed,11.974616,76.737033,55,Male,Targeted elderly victim on street,3,0
KSP-2026-002629,2023-02-19,11:08,Shivamogga,Shivamogga Police Station 5,Extortion,Closed,13.064942,77.787025,68,Other,Targeted elderly victim on street,1,0
KSP-2026-002630,2024-06-04,08:54,Ballari,Ballari Police Station 4,Assault,Under Investigation,12.171522,77.657599,76,Other,Financial fraud promising high returns,2,0
KSP-2026-002631,2025-02-18,02:12,Ballari,Ballari Police Station 4,Theft,Open,13.604185,77.415545,74,Male,Group of 3 suspects on motorcycle,1,488238
KSP-2026-002632,2025-10-14,12:02,Bengaluru Urban,Bengaluru Urban Police Station 4,Narcotics,Open,17.151555,74.040906,70,Male,Targeted elderly victim on street,1,0
KSP-2026-002633,2023-06-01,01:18,Kalaburagi,Kalaburagi Police Station 5,Assault,Cold Case,17.947521,77.936062,31,Other,Entered through back window at night,2,0
KSP-2026-002634,2023-10-28,15:02,Davanagere,Davanagere Police Station 5,Cyber Crime,Cold Case,16.40112,78.436063,67,Female,Group of 3 suspects on motorcycle,3,421966
KSP-2026-002635,2024-02-05,21:49,Ballari,Ballari Police Station 3,Theft,Cold Case,15.844794,76.568323,41,Male,Entered through back window at night,0,446858
KSP-2026-002636,2023-04-14,22:36,Vijayapura,Vijayapura Police Station 2,Cyber Crime,Under Investigation,12.409399,78.491913,77,Male,Targeted elderly victim on street,3,115485
KSP-2026-002637,2024-03-01,04:49,Ballari,Ballari Police Station 4,Burglary,Closed,16.358876,78.320492,34,Other,Used phishing link via SMS,0,447225
KSP-2026-002638,2025-06-08,03:12,Ballari,Ballari Police Station 5,Cyber Crime,Charge Sheet Filed,17.364215,75.353739,39,Other,Used phishing link via SMS,0,135544
KSP-2026-002639,2024-09-25,07:35,Davanagere,Davanagere Police Station 1,Extortion,Charge Sheet Filed,13.062854,75.0092,25,Other,Entered through back window at night,1,0
KSP-2026-002640,2024-01-13,03:40,Shivamogga,Shivamogga Police Station 4,Public Nuisance,Open,14.389302,78.205958,27,Other,Cyber extortion using fake social media profile,3,0
KSP-2026-002641,2023-11-16,17:52,Mangaluru,Mangaluru Police Station 5,Theft,Closed,15.273048,74.693279,75,Male,Used phishing link via SMS,2,26489
KSP-2026-002642,2025-11-14,20:01,Bengaluru Urban,Bengaluru Urban Police Station 5,Theft,Closed,12.259735,75.024851,42,Female,Stolen vehicle used for getaway,2,71236
KSP-2026-002643,2024-11-14,04:48,Ballari,Ballari Police Station 4,Burglary,Cold Case,13.697372,74.27152,53,Female,Group of 3 suspects on motorcycle,3,4658
KSP-2026-002644,2024-03-29,20:06,Kalaburagi,Kalaburagi Police Station 5,Homicide,Charge Sheet Filed,12.505668,76.261779,53,Female,Group of 3 suspects on motorcycle,0,0
KSP-2026-002645,2025-10-23,09:58,Davanagere,Davanagere Police Station 4,Public Nuisance,Cold Case,17.85065,74.867739,20,Male,Stolen vehicle used for getaway,2,0
KSP-2026-002646,2024-12-22,16:19,Shivamogga,Shivamogga Police Station 2,Burglary,Under Investigation,14.310254,77.846174,67,Other,Stolen vehicle used for getaway,0,350783
KSP-2026-002647,2023-06-04,10:50,Hubballi-Dharwad,Hubballi-Dharwad Police Station 1,Extortion,Open,12.476232,74.998341,18,Male,Group of 3 suspects on motorcycle,3,0
KSP-2026-002648,2023-12-15,12:44,Belagavi,Belagavi Police Station 2,Public Nuisance,Under Investigation,14.055526,77.49731,65,Female,Cyber extortion using fake social media profile,2,0
KSP-2026-002649,2025-05-30,21:47,Mysuru,Mysuru Police Station 3,Assault,Open,13.298507,77.324402,70,Female,Financial fraud promising high returns,0,0
KSP-2026-002650,2025-05-28,23:29,Bengaluru Urban,Bengaluru Urban Police Station 4,Narcotics,Cold Case,12.151574,74.375548,34,Other,Financial fraud promising high returns,3,0
KSP-2026-002651,2025-12-31,17:35,Bengaluru Urban,Bengaluru Urban Police Station 1,Theft,Charge Sheet Filed,17.096923,76.52501,60,Female,Cyber extortion using fake social media profile,2,373908
KSP-2026-002652,2023-07-14,05:42,Mysuru,Mysuru Police Station 1,Fraud,Under Investigation,17.593934,77.060743,36,Female,Used phishing link via SMS,0,96602
KSP-2026-002653,2023-07-09,05:32,Mangaluru,Mangaluru Police Station 5,Kidnapping,Closed,17.044451,74.007326,25,Other,Targeted elderly victim on street,0,0
KSP-2026-002654,2023-05-10,15:52,Vijayapura,Vijayapura Police Station 1,Narcotics,Under Investigation,13.420212,74.193699,44,Other,Used phishing link via SMS,0,0
KSP-2026-002655,2025-09-11,03:35,Vijayapura,Vijayapura Police Station 2,Extortion,Cold Case,15.997536,75.482529,60,Female,Used phishing link via SMS,1,0
KSP-2026-002656,2023-03-28,06:38,Mangaluru,Mangaluru Police Station 2,Public Nuisance,Open,14.23778,77.213821,33,Male,Group of 3 suspects on motorcycle,1,0
KSP-2026-002657,2025-10-04,13:47,Mangaluru,Mangaluru Police Station 1,Theft,Charge Sheet Filed,11.690847,75.073117,46,Female,Targeted elderly victim on street,3,130866
KSP-2026-002658,2023-07-03,09:20,Mysuru,Mysuru Police Station 3,Homicide,Closed,12.556702,76.728844,72,Other,Entered through back window at night,0,0
KSP-2026-002659,2023-11-02,23:34,Ballari,Ballari Police Station 2,Narcotics,Charge Sheet Filed,18.166169,75.614024,76,Male,Used phishing link via SMS,0,0
KSP-2026-002660,2023-09-12,23:30,Davanagere,Davanagere Police Station 2,Homicide,Under Investigation,16.089756,78.269167,27,Female,Entered through back window at night,3,0
KSP-2026-002661,2023-10-06,23:37,Mysuru,Mysuru Police Station 5,Theft,Open,15.116141,77.974057,61,Male,Financial fraud promising high returns,3,366798
KSP-2026-002662,2025-07-31,21:18,Mangaluru,Mangaluru Police Station 2,Assault,Under Investigation,17.706954,76.264199,46,Female,Stolen vehicle used for getaway,1,0
KSP-2026-002663,2023-03-27,13:46,Kalaburagi,Kalaburagi Police Station 2,Extortion,Cold Case,12.390219,74.406395,73,Female,Stolen vehicle used for getaway,2,0
KSP-2026-002664,2023-01-06,12:42,Belagavi,Belagavi Police Station 5,Extortion,Cold Case,17.6006,74.565979,39,Other,Stolen vehicle used for getaway,0,0
KSP-2026-002665,2023-09-13,12:07,Belagavi,Belagavi Police Station 1,Narcotics,Under Investigation,15.219796,77.176884,73,Male,Used phishing link via SMS,0,0
KSP-2026-002666,2024-07-09,12:31,Mysuru,Mysuru Police Station 1,Homicide,Closed,12.381846,74.816017,75,Other,Entered through back window at night,2,0
KSP-2026-002667,2023-05-05,09:40,Shivamogga,Shivamogga Police Station 4,Public Nuisance,Under Investigation,13.790155,76.054171,26,Male,Financial fraud promising high returns,2,0
KSP-2026-002668,2025-09-29,06:12,Bengaluru Urban,Bengaluru Urban Police Station 3,Kidnapping,Charge Sheet Filed,14.975225,75.056996,63,Male,Used phishing link via SMS,0,0
KSP-2026-002669,2024-07-12,23:43,Mysuru,Mysuru Police Station 5,Public Nuisance,Charge Sheet Filed,13.159765,74.183175,38,Female,Targeted elderly victim on street,1,0
KSP-2026-002670,2025-04-02,09:36,Mangaluru,Mangaluru Police Station 2,Kidnapping,Closed,14.940995,75.325228,53,Male,Financial fraud promising high returns,0,0
KSP-2026-002671,2024-02-29,12:53,Vijayapura,Vijayapura Police Station 5,Public Nuisance,Cold Case,12.276054,74.063994,29,Other,Group of 3 suspects on motorcycle,2,0
KSP-2026-002672,2023-05-24,23:44,Hubballi-Dharwad,Hubballi-Dharwad Police Station 2,Assault,Under Investigation,17.835075,74.552524,25,Male,Stolen vehicle used for getaway,0,0
KSP-2026-002673,2025-03-14,18:48,Ballari,Ballari Police Station 4,Burglary,Under Investigation,12.216047,75.801789,39,Other,Cyber extortion using fake social media profile,2,416617
KSP-2026-002674,2023-12-24,03:06,Davanagere,Davanagere Police Station 1,Narcotics,Under Investigation,14.318154,78.286199,45,Female,Entered through back window at night,3,0
KSP-2026-002675,2023-10-10,09:56,Kalaburagi,Kalaburagi Police Station 3,Kidnapping,Open,16.153535,76.749261,27,Male,Used phishing link via SMS,0,0
KSP-2026-002676,2023-01-25,22:12,Shivamogga,Shivamogga Police Station 1,Cyber Crime,Cold Case,13.383429,75.868964,35,Male,Targeted elderly victim on street,2,486574
KSP-2026-002677,2023-02-17,00:33,Davanagere,Davanagere Police Station 4,Narcotics,Cold Case,14.186739,78.428134,32,Other,Targeted elderly victim on street,1,0
KSP-2026-002678,2025-08-21,02:54,Mangaluru,Mangaluru Police Station 3,Extortion,Cold Case,18.279558,76.315186,61,Female,Stolen vehicle used for getaway,2,0
KSP-2026-002679,2024-07-03,23:23,Belagavi,Belagavi Police Station 5,Extortion,Charge Sheet Filed,12.03213,78.347768,33,Female,Financial fraud promising high returns,2,0
KSP-2026-002680,2024-06-07,01:48,Mangaluru,Mangaluru Police Station 5,Assault,Closed,16.950669,76.725372,72,Other,Group of 3 suspects on motorcycle,3,0
KSP-2026-002681,2024-04-14,04:27,Belagavi,Belagavi Police Station 2,Burglary,Under Investigation,14.541425,76.913487,47,Female,Stolen vehicle used for getaway,1,22794
KSP-2026-002682,2025-07-01,10:42,Hubballi-Dharwad,Hubballi-Dharwad Police Station 2,Narcotics,Cold Case,14.724903,74.973614,78,Other,Targeted elderly victim on street,1,0
KSP-2026-002683,2024-03-31,07:14,Belagavi,Belagavi Police Station 4,Assault,Charge Sheet Filed,16.257506,77.091043,22,Other,Financial fraud promising high returns,3,0
KSP-2026-002684,2025-08-06,03:18,Mangaluru,Mangaluru Police Station 4,Homicide,Charge Sheet Filed,13.756941,74.996253,76,Female,Entered through back window at night,2,0
KSP-2026-002685,2025-06-06,09:24,Mangaluru,Mangaluru Police Station 2,Assault,Under Investigation,15.341982,76.41452,73,Female,Financial fraud promising high returns,3,0
KSP-2026-002686,2024-08-29,00:41,Vijayapura,Vijayapura Police Station 3,Extortion,Under Investigation,12.167749,76.779222,69,Female,Used phishing link via SMS,3,0
KSP-2026-002687,2023-09-22,08:25,Shivamogga,Shivamogga Police Station 2,Kidnapping,Under Investigation,17.374823,75.479501,22,Male,Group of 3 suspects on motorcycle,1,0
KSP-2026-002688,2023-06-06,14:40,Shivamogga,Shivamogga Police Station 3,Homicide,Closed,15.839669,78.42442,33,Male,Group of 3 suspects on motorcycle,3,0
KSP-2026-002689,2025-10-08,06:04,Bengaluru Urban,Bengaluru Urban Police Station 4,Narcotics,Under Investigation,13.580238,74.87492,57,Female,Cyber extortion using fake social media profile,1,0
KSP-2026-002690,2023-04-29,03:06,Kalaburagi,Kalaburagi Police Station 2,Kidnapping,Cold Case,12.734078,78.316114,49,Other,Cyber extortion using fake social media profile,3,0
KSP-2026-002691,2024-09-23,03:27,Ballari,Ballari Police Station 3,Burglary,Closed,12.278932,77.055852,77,Other,Targeted elderly victim on street,2,109992
KSP-2026-002692,2023-10-19,04:07,Vijayapura,Vijayapura Police Station 4,Narcotics,Charge Sheet Filed,17.085129,76.778687,73,Other,Used phishing link via SMS,3,0
KSP-2026-002693,2024-09-07,09:02,Belagavi,Belagavi Police Station 4,Fraud,Closed,13.392613,75.687754,59,Female,Cyber extortion using fake social media profile,0,208414
KSP-2026-002694,2025-04-08,14:05,Ballari,Ballari Police Station 4,Narcotics,Open,13.46277,75.313175,27,Other,Entered through back window at night,1,0
KSP-2026-002695,2023-06-28,16:15,Kalaburagi,Kalaburagi Police Station 2,Narcotics,Open,16.725714,77.297715,26,Other,Group of 3 suspects on motorcycle,3,0
KSP-2026-002696,2023-08-07,19:31,Mangaluru,Mangaluru Police Station 1,Burglary,Cold Case,16.772211,75.190677,22,Male,Entered through back window at night,3,315424
KSP-2026-002697,2025-11-26,04:44,Hubballi-Dharwad,Hubballi-Dharwad Police Station 1,Cyber Crime,Open,16.331598,77.082471,40,Other,Cyber extortion using fake social media profile,1,451109
KSP-2026-002698,2023-12-19,10:43,Shivamogga,Shivamogga Police Station 5,Extortion,Open,18.106289,76.705835,35,Female,Entered through back window at night,3,0
KSP-2026-002699,2023-07-20,06:45,Shivamogga,Shivamogga Police Station 3,Fraud,Closed,14.991936,75.797682,75,Male,Targeted elderly victim on street,2,262383
KSP-2026-002700,2024-07-26,06:49,Hubballi-Dharwad,Hubballi-Dharwad Police Station 3,Assault,Charge Sheet Filed,12.26029,76.131075,59,Male,Stolen vehicle used for getaway,2,0
KSP-2026-002701,2023-01-24,15:46,Belagavi,Belagavi Police Station 2,Homicide,Under Investigation,12.114007,74.399033,37,Other,Entered through back window at night,1,0
KSP-2026-002702,2024-04-13,16:44,Davanagere,Davanagere Police Station 3,Homicide,Closed,13.359833,77.679303,59,Female,Stolen vehicle used for getaway,0,0
KSP-2026-002703,2023-10-20,21:10,Davanagere,Davanagere Police Station 5,Fraud,Closed,16.247886,75.099083,48,Male,Stolen vehicle used for getaway,3,327804
KSP-2026-002704,2023-02-14,19:32,Davanagere,Davanagere Police Station 5,Assault,Charge Sheet Filed,15.796485,74.884838,65,Other,Stolen vehicle used for getaway,3,0
KSP-2026-002705,2023-08-31,12:14,Mangaluru,Mangaluru Police Station 5,Fraud,Under Investigation,16.578531,76.123633,71,Female,Financial fraud promising high returns,3,386154
KSP-2026-002706,2025-01-02,10:35,Davanagere,Davanagere Police Station 3,Fraud,Cold Case,15.783245,77.848307,75,Female,Financial fraud promising high returns,1,480003
KSP-2026-002707,2025-12-03,03:02,Kalaburagi,Kalaburagi Police Station 4,Public Nuisance,Cold Case,13.782555,74.660488,51,Other,Entered through back window at night,3,0
KSP-2026-002708,2024-02-18,17:19,Kalaburagi,Kalaburagi Police Station 4,Burglary,Charge Sheet Filed,12.887906,78.37685,79,Other,Used phishing link via SMS,3,173785
KSP-2026-002709,2023-10-14,03:36,Hubballi-Dharwad,Hubballi-Dharwad Police Station 1,Public Nuisance,Under Investigation,12.924233,76.243542,38,Male,Group of 3 suspects on motorcycle,2,0
KSP-2026-002710,2025-01-16,00:37,Mangaluru,Mangaluru Police Station 2,Public Nuisance,Open,18.249685,78.134572,24,Other,Stolen vehicle used for getaway,0,0
KSP-2026-002711,2023-06-06,19:04,Hubballi-Dharwad,Hubballi-Dharwad Police Station 4,Theft,Under Investigation,16.240762,76.726333,79,Other,Cyber extortion using fake social media profile,2,421329
KSP-2026-002712,2024-11-22,09:01,Kalaburagi,Kalaburagi Police Station 5,Assault,Open,15.350121,74.053941,61,Female,Cyber extortion using fake social media profile,1,0
KSP-2026-002713,2024-11-04,06:25,Bengaluru Urban,Bengaluru Urban Police Station 5,Narcotics,Open,13.071317,75.341755,38,Male,Used phishing link via SMS,2,0
KSP-2026-002714,2024-03-19,23:29,Bengaluru Urban,Bengaluru Urban Police Station 5,Extortion,Under Investigation,18.25444,77.062748,44,Other,Used phishing link via SMS,3,0
KSP-2026-002715,2023-06-04,11:38,Mysuru,Mysuru Police Station 2,Cyber Crime,Cold Case,13.191167,74.456772,40,Female,Group of 3 suspects on motorcycle,3,415713
KSP-2026-002716,2024-01-07,01:21,Vijayapura,Vijayapura Police Station 3,Fraud,Cold Case,13.687434,74.047922,44,Other,Cyber extortion using fake social media profile,0,256527
KSP-2026-002717,2024-03-13,20:48,Ballari,Ballari Police Station 4,Kidnapping,Open,14.923283,74.451018,78,Other,Cyber extortion using fake social media profile,0,0
KSP-2026-002718,2024-12-25,01:35,Vijayapura,Vijayapura Police Station 2,Homicide,Charge Sheet Filed,16.371756,77.417991,66,Female,Cyber extortion using fake social media profile,0,0
KSP-2026-002719,2025-06-05,00:08,Hubballi-Dharwad,Hubballi-Dharwad Police Station 5,Assault,Closed,12.868993,76.215775,40,Other,Group of 3 suspects on motorcycle,0,0
KSP-2026-002720,2024-05-10,21:31,Kalaburagi,Kalaburagi Police Station 4,Fraud,Cold Case,15.887392,77.956847,21,Male,Entered through back window at night,1,185044
KSP-2026-002721,2025-11-25,05:32,Mangaluru,Mangaluru Police Station 4,Cyber Crime,Closed,16.163789,74.457411,30,Female,Stolen vehicle used for getaway,1,232824
KSP-2026-002722,2024-02-21,21:32,Kalaburagi,Kalaburagi Police Station 3,Theft,Under Investigation,14.571074,75.002388,57,Other,Group of 3 suspects on motorcycle,1,171738
KSP-2026-002723,2025-03-30,16:55,Bengaluru Urban,Bengaluru Urban Police Station 5,Narcotics,Charge Sheet Filed,17.554587,75.457968,59,Other,Entered through back window at night,1,0
KSP-2026-002724,2025-02-24,08:59,Shivamogga,Shivamogga Police Station 4,Burglary,Under Investigation,17.203422,75.972933,37,Other,Cyber extortion using fake social media profile,0,417025
KSP-2026-002725,2024-07-24,11:02,Mysuru,Mysuru Police Station 1,Theft,Charge Sheet Filed,11.819029,75.615614,22,Female,Financial fraud promising high returns,3,113974
KSP-2026-002726,2025-04-26,13:35,Vijayapura,Vijayapura Police Station 4,Public Nuisance,Closed,11.543767,77.137618,24,Female,Used phishing link via SMS,2,0
KSP-2026-002727,2025-07-20,20:46,Bengaluru Urban,Bengaluru Urban Police Station 3,Homicide,Closed,12.854468,74.223906,68,Other,Stolen vehicle used for getaway,1,0
KSP-2026-002728,2025-09-09,19:23,Kalaburagi,Kalaburagi Police Station 4,Theft,Open,12.026544,76.068489,71,Other,Group of 3 suspects on motorcycle,3,171010
KSP-2026-002729,2024-08-31,16:08,Ballari,Ballari Police Station 1,Extortion,Cold Case,16.772776,77.577413,18,Other,Cyber extortion using fake social media profile,3,0
KSP-2026-002730,2025-10-08,06:00,Davanagere,Davanagere Police Station 1,Kidnapping,Open,17.561048,77.439703,52,Male,Used phishing link via SMS,1,0
KSP-2026-002731,2024-01-07,10:06,Bengaluru Urban,Bengaluru Urban Police Station 2,Kidnapping,Closed,17.058739,74.908215,34,Other,Entered through back window at night,1,0
KSP-2026-002732,2023-01-05,02:04,Kalaburagi,Kalaburagi Police Station 5,Homicide,Open,14.109469,76.515145,45,Other,Stolen vehicle used for getaway,3,0
KSP-2026-002733,2024-12-31,01:41,Davanagere,Davanagere Police Station 3,Homicide,Closed,12.59307,74.819388,39,Male,Used phishing link via SMS,2,0
KSP-2026-002734,2023-11-20,15:55,Mysuru,Mysuru Police Station 3,Narcotics,Under Investigation,15.403232,74.922407,37,Other,Used phishing link via SMS,0,0
KSP-2026-002735,2024-10-19,11:26,Shivamogga,Shivamogga Police Station 1,Homicide,Open,16.027324,74.92015,52,Male,Entered through back window at night,3,0
